maximumOperatingTime,currentOperatingTime,age,numberTo,wear
64472,44253,16,45,62.13909914381436
63810,13765,5,3,25.071853941388497
7712,1651,1,1,21.908195020746888
79428,36819,17,22,52.35518960568062
86944,38752,17,43,40.07121825542878
45934,14735,5,8,33.07863456263335
23778,13871,5,13,56.83543611741946
40453,37695,13,37,87.68221145526908
68378,41428,14,33,58.086738424639506
81965,10770,5,10,13.139754773378883
73524,70733,29,20,115.203960611501
5465,1482,1,2,27.118023787740164
94492,1239,1,2,1.3112221140414002
28572,24891,9,16,88.11675766484669
19464,3369,1,2,17.308877928483355
77453,13924,6,7,20.477354008237253
31574,6583,3,2,22.84943307784886
80012,785,0,0,0.9811028345748137
38258,29805,10,23,76.40527471378536
86992,78678,27,71,81.94279933787016
66459,2734,1,3,3.613814532268015
11055,2841,1,3,25.19877883310719
61311,44632,20,15,85.29607248291498
4708,1772,1,1,38.13806287170773
71236,27397,13,24,39.45948677634904
71516,30436,13,33,39.058308630236596
85710,4665,2,2,6.44277213860693
44650,27420,10,8,67.41097424412095
99467,6449,2,5,5.983557360732705
54951,47117,18,49,79.24366253571364
92883,34519,16,11,47.66395895912061
7583,1565,1,1,21.13826981405776
45207,27753,14,14,68.39093503218528
7666,5502,2,4,71.77145838768588
93456,41581,19,49,38.99259544598528
4890,2072,1,2,42.372188139059304
69465,2501,1,2,3.600374289210394
60502,35340,12,12,64.41129218868798
37437,13189,5,8,36.22985281940326
35819,4949,2,5,13.316689466484268
34631,26193,10,8,81.63454708209407
49098,13288,5,4,30.064238869200373
83195,66391,23,17,94.30167077348398
86973,26853,13,14,36.87509916870753
26499,25734,12,19,99.61309860749462
10356,743,0,0,7.174584781769022
9337,5899,2,1,64.6787512048838
78826,49105,23,47,61.79543551620023
62298,41735,20,34,69.9925198240714
43095,18538,9,13,45.51659125188537
23855,11199,4,2,49.94613288618738
63840,46617,21,20,84.02161654135338
45754,22351,8,21,46.35037373781527
23901,4495,2,2,19.80674448767834
35440,25259,9,15,72.77257336343115
48694,32311,14,23,68.85519776563848
35593,16709,8,4,52.94462394291012
89363,1972,1,3,1.7067298546378256
74743,70490,26,30,105.30983503471897
30608,19097,7,17,60.89218504966021
27838,25298,9,13,93.37578130612832
54456,28380,10,12,56.11546936976642
46153,17374,7,13,38.14435681320825
75827,22544,9,16,30.73083466311472
73037,30587,14,34,38.878773772197654
89460,18488,7,17,19.166219539458975
23391,6977,3,5,30.32771151297507
98333,13562,7,14,13.791911159020877
2174,583,0,0,26.816927322907084
59802,19264,6,14,31.212969465904152
9108,3263,1,2,35.82564778216952
63695,45468,19,15,82.88393908470051
25917,25353,9,20,96.82382220164371
51709,47994,19,22,100.81556402173702
20090,9629,4,7,48.42931806869089
31760,23111,10,15,75.2676322418136
28611,25542,10,23,87.77335640138408
77367,71201,25,27,103.53019375185804
58210,39671,19,51,61.651520357326916
9562,3399,2,4,35.54695670361849
97423,4200,2,4,4.311096968888251
89008,66972,27,48,78.2426748157469
89107,67209,30,60,75.42505078164453
84701,52743,26,46,65.26963081899859
5281,3419,1,2,64.74152622609354
63308,29117,12,17,49.49260756934353
21530,2084,1,2,9.679516953088713
17634,5286,2,3,30.476182374957467
56638,56533,27,69,92.31461209788482
14710,4930,2,2,34.51461590754589
92245,14687,6,5,19.42173017507724
7736,1699,1,2,21.962254395036194
62560,2658,1,2,4.248721227621483
16481,7108,3,8,42.12845094351071
20958,19197,7,13,92.09748067563699
20540,1873,1,1,9.618792599805257
27447,19348,9,6,76.49222137209895
40505,29675,10,20,73.26256017775583
41854,13837,5,3,36.560161513833805
40681,17850,8,10,46.87797743418303
62402,53141,19,50,79.15912951507964
4527,13,0,0,0.28716589352772254
17145,7970,3,4,47.48585593467484
12408,4323,2,6,33.840425531914896
99829,28832,14,22,31.88138717206423
24060,23658,8,13,99.82917705735662
33985,24107,9,10,74.93423569221714
84511,33943,15,30,40.164002319224714
39619,24966,8,9,66.51521997021631
25763,10898,5,11,41.8009742654194
15930,9150,4,3,59.93879472693032
26226,9493,3,9,34.69690383588805
28201,15397,6,16,52.59735470373391
38531,26425,10,7,75.08114245672316
58871,43585,17,13,84.53475395355947
90409,51872,21,61,47.87481887865147
61829,45015,15,31,72.30564136570219
39416,7824,3,9,18.349807184899532
50402,43592,22,54,81.48863140351574
31972,31696,11,17,101.63674465157011
64810,62080,24,21,109.28768708532634
30530,14542,6,12,47.631837536849
29578,9810,3,6,33.166542700655896
62536,50608,17,45,75.42618651656646
47444,21243,9,7,50.27489250484782
66099,43820,21,11,81.79449764746819
92255,72446,31,64,77.52799306270663
14426,2212,1,2,15.333425759046168
25493,11679,5,5,48.312576001255245
8162,4365,2,4,53.479539328595926
30348,3267,1,2,10.765124555160142
2407,1404,1,1,58.82987120897383
74584,67589,26,35,99.12131288211948
41493,15397,6,9,38.60746390957511
99457,91888,40,99,82.88967594035614
92319,66796,30,59,72.85347003325425
21867,6655,2,5,29.93398728677917
27872,18935,7,8,70.93556257175659
41531,8091,3,2,21.48183284775228
5336,3644,1,2,68.29085457271364
3593,1241,1,2,34.53938213192318
46176,17077,8,12,38.98241510741511
52152,41200,20,24,86.99984660223961
26762,16855,6,12,62.98109259397654
66855,13970,6,4,24.89596888789171
16923,5611,2,6,32.15605980027182
63472,22875,8,13,37.539513486261654
87995,21772,8,9,28.24231490425592
22765,7653,3,2,35.617395124094
28005,7155,3,2,27.54900910551687
83863,73147,31,35,100.72201686083255
36301,19906,9,7,60.33595493237101
72290,5469,3,3,9.065361737446397
57393,21582,8,17,37.10388897600753
42161,10220,4,4,26.240411754939398
7152,1489,1,1,21.319351230425056
95542,3843,2,3,4.522314793493961
81710,26384,9,13,34.789805409374615
24246,213,0,0,0.878495421925266
62692,32328,14,36,47.566388055892304
68619,19889,7,21,25.48468354245908
6260,3521,1,3,55.746006389776355
18055,9535,3,6,52.81085571863749
87098,68388,25,21,93.0184504810673
14421,10286,4,7,71.82653768809375
11236,2227,1,1,20.320220719117124
37150,3107,1,2,8.363391655450874
73845,11673,4,3,18.307434491163924
87622,78147,36,26,112.18650567209149
24364,13375,5,10,54.89656870792974
20128,19578,10,18,98.26748807631161
42058,18046,6,4,46.907413571734274
10276,8511,4,10,81.82405605293889
62873,50553,20,39,80.90494329839518
97756,67839,26,35,77.89625189246696
33850,22419,10,18,67.23042836041358
60621,47900,22,62,70.01552267366094
11582,2829,1,2,24.425833189431877
6764,5295,2,4,78.28208160851567
43347,28694,13,31,63.69604586245876
75542,9864,5,4,16.057636811310267
51759,9642,3,4,19.628644293746014
27597,21918,10,9,84.92167626915969
28947,19506,7,16,66.38522126645248
85177,36160,16,42,37.45277481010132
60714,40927,16,14,76.40949369173502
94173,10349,4,10,9.989349388890659
9806,2084,1,1,21.752294513563125
43171,8715,3,9,18.687162678650022
37033,31195,14,20,88.23568168930414
15022,8619,3,3,58.8758487551591
78528,73838,27,48,97.02760798696006
6130,4225,2,3,69.42332789559543
81543,47207,20,38,58.89215505929387
78938,28526,11,9,42.63722161696521
55402,53004,25,30,105.67163640301794
75580,65730,24,30,95.96745170680074
60588,45283,21,51,70.23922228824189
96781,55044,26,51,57.37479980574699
81144,21428,9,19,25.907374544020506
13134,12597,6,7,98.4113750571037
9904,740,0,0,7.471728594507269
85664,51428,17,23,65.53455360478148
95364,10599,4,7,11.614256952309047
48969,36995,13,33,72.04779554411975
75967,45618,22,27,68.54975844774705
60460,36091,13,31,57.194012570294404
83047,13172,6,13,15.360898045684973
86890,86706,41,122,79.78823800207158
74273,59858,30,62,79.59187053168715
85491,65395,26,38,83.49343205717561
10909,528,0,0,4.840040333669447
64552,53363,24,33,90.16668732184905
84453,28749,10,29,29.541419487762425
47162,5265,2,2,12.163648700224757
63562,48234,20,47,72.384962713571
66204,19384,7,17,27.77919763156305
34022,24777,10,21,72.32640644288989
76181,39689,16,39,48.59829222509549
48830,23688,9,15,50.01116117141102
43210,18421,9,19,42.13133533904189
76838,43603,17,41,53.24666180795961
13219,5494,3,8,40.56138890990241
9886,2015,1,1,20.882358891361523
26284,3524,1,1,13.907396134530513
