maximumOperatingTime,currentOperatingTime,age,numberTo,wear
18537,17159,8,22,89.5662189135243
30599,19158,7,10,64.60988921206575
96320,89894,42,98,86.32848837209303
6228,2620,1,2,42.06807964033398
21155,10369,5,8,50.014417395414796
16826,11336,4,11,65.87192440271009
37154,34913,16,29,95.46834795715131
68461,16348,6,17,21.379288938227603
25673,5211,2,6,19.297588906633425
61309,59395,25,70,86.87810924986543
16832,759,0,0,4.509268060836502
47285,2335,1,3,4.438141059532621
80335,80289,28,62,96.94273977718305
50597,4882,2,3,10.148793406723719
22925,9419,4,5,42.586150490730645
67996,59265,24,66,78.15953879639979
37549,7911,4,12,19.068470531838397
96196,70386,28,46,78.16936255145744
24074,7897,3,9,31.303024009304643
30764,5230,2,5,16.500390066311272
54953,33709,15,21,65.84151001765144
95881,45413,20,16,59.36391985899188
90339,27929,11,23,30.41577281129966
73824,47892,16,28,66.87321196358907
31138,8741,3,6,28.07180936476331
15957,1416,1,2,8.873848467757098
75659,72562,36,18,122.90663371178579
85115,782,0,0,0.9187569758561945
22828,5440,2,4,23.830383739267567
22148,19150,7,5,90.96378905544519
91391,45671,20,40,49.973192108632134
77102,8266,3,8,9.720863272029261
13901,9900,4,8,71.21789799295016
19338,11784,5,7,62.43701520322681
39510,24265,9,18,61.414831688180215
18558,4610,2,2,25.841038905054422
13162,7338,4,9,55.25140556146482
46044,8393,4,8,18.228216488576145
65195,1594,1,3,1.944972773985735
23602,8338,4,7,35.827514617405306
1024,126,0,0,12.3046875
29986,24640,8,9,85.6716801173881
39874,26049,11,17,67.82828409489893
26352,17837,7,11,69.18746205221616
98080,19976,7,9,22.86704730831974
55218,52233,24,47,95.09415408019125
18657,2899,1,3,15.038403816261994
88919,9897,3,3,12.63035459238183
18529,14375,5,3,81.08108910356738
90186,87338,36,57,104.3420819195884
72204,17946,8,17,24.354578693701185
91123,8355,3,3,10.668925518255545
42672,40759,17,37,94.01696662917135
79452,20671,7,9,28.51696621859739
21160,6491,2,3,31.17580340264651
22326,5067,2,3,23.195511959150767
20016,223,0,0,1.1141087130295764
78812,20642,9,8,31.191442927472977
64426,49286,23,51,74.00017073852172
53856,32600,11,24,59.53178847296495
55374,23686,9,10,46.77458735146458
7731,7091,3,7,91.22164015004527
86105,76305,32,49,96.11854712269904
95691,36356,14,14,44.993123700243494
6428,2871,1,2,44.66397013067828
98305,85175,30,15,109.14360917552516
42350,38658,14,27,91.78217237308147
7490,4613,2,4,61.588785046728965
64477,47086,19,43,70.52759123408347
60180,551,0,0,0.915586573612496
72346,67315,25,48,94.04591822630138
87021,48929,22,43,56.726657933142576
9134,2759,1,1,30.705824392380116
20887,9963,4,9,47.199526020969984
83942,30060,10,28,31.810440542279196
66085,51807,23,12,95.39449194219566
66705,17218,7,9,28.31215800914474
98365,39466,13,30,38.12199461190464
71355,39479,19,22,63.3275874150375
57954,35833,14,33,59.33007212616903
85604,55284,23,46,64.58109434138592
44300,29469,10,20,66.52144469525959
5734,5706,2,3,100.01168468782699
31941,24262,10,22,74.95879903572211
82776,2940,1,2,3.5517541316323573
51629,2229,1,2,4.3173410292664975
61094,35568,17,47,51.71848299341997
33843,4889,2,1,15.946118842892176
67257,7955,4,2,14.827765139688061
23489,7684,3,7,32.21318489505726
11391,5246,2,1,47.55390220349399
72104,35545,12,10,56.29684899589482
99355,31374,11,29,28.077676010266217
52971,52014,21,31,103.69335107889222
51647,13711,7,20,23.5475245415997
75538,68887,29,36,102.1951600518944
97704,11880,5,4,15.159174649963155
35956,348,0,0,0.9678495939481588
1701,1225,0,0,72.01646090534979
35968,20279,7,19,53.880671708185055
67000,7690,3,6,11.477611940298507
28165,15283,5,14,52.262382389490504
1611,9,0,0,0.5586592178770949
43764,28182,13,24,65.3953934740883
82597,22343,8,20,25.05061927188639
73812,31385,13,11,50.020186419552374
58243,31794,15,12,63.58853424445857
57759,19503,7,4,38.766166311743625
28192,19629,7,11,71.12613507377979
21744,21049,9,27,92.30371596762325
69306,45130,21,60,56.117017285660694
79071,31854,12,32,36.28531319952953
67363,65135,28,46,101.69254635333937
14826,4647,2,5,30.843585592877375
99607,95606,38,84,91.98321403114238
64411,63402,27,21,114.9334973839872
81626,9338,4,4,13.439982358562222
15727,12620,5,15,77.74416608380491
35573,25631,12,34,67.05183706743878
99662,13849,6,3,18.395968373101084
30325,23504,11,23,77.00700741962078
99903,19366,8,21,16.884803259161387
28179,1159,0,0,4.112991944355725
16439,4601,2,4,27.98832045744875
52063,50496,20,49,92.4901849682116
63396,19812,7,5,35.75118303993943
16792,14654,5,7,88.76774654597428
53476,35956,14,24,69.23763931483282
72815,24527,9,8,38.68399368262034
53907,15336,8,17,27.948995492236627
26440,9381,5,12,34.4803328290469
9098,5200,2,3,57.65541877335678
86906,39078,15,30,44.9658251444089
14345,4910,2,2,35.227953990937614
98674,66387,28,75,57.77912114640128
34317,33858,16,16,106.6624704956727
13938,10775,4,7,77.80664370784905
34627,649,0,0,1.874259970543218
75812,11724,4,7,15.96457025273044
90704,14464,6,7,18.446375022049743
52777,44325,17,26,87.98544820660516
78679,25102,9,19,31.40432008541034
87694,66491,31,18,97.82160695144479
15164,7134,3,8,46.04563439725666
90060,74092,34,88,72.26959804574727
93538,11454,6,15,10.745290684000086
7879,1822,1,3,22.624762025637768
80767,64751,22,17,93.67011898423861
97821,42547,21,48,40.49475061592091
49965,26489,11,14,57.01511057740419
94881,1409,1,1,1.9850180752732371
1505,1316,0,0,87.44186046511628
72229,27589,10,10,43.19656924504008
13128,9487,4,3,74.76538695917124
35140,7993,3,8,21.746158224245875
53317,1488,1,1,3.290854699251646
39384,7397,3,6,18.781738777168396
28807,6193,2,4,21.49824695386538
61524,58287,25,67,86.23863858006631
94660,1412,0,0,1.49165434185506
35203,13372,6,13,37.485398971678556
4025,818,0,0,20.322981366459626
54863,49216,17,50,81.70708856606456
56145,51396,18,16,101.54154421586962
69430,4676,2,2,7.734840846896155
3148,2758,1,1,88.11118170266836
21522,15241,6,13,70.31590930210947
61255,48158,18,30,81.61888825402009
76165,22646,9,17,30.232816910654506
36618,29462,14,30,79.45769839969414
50463,19397,9,25,34.93806353169649
49812,18404,6,7,39.44692042078214
79819,62959,22,17,92.37720968691664
99697,76356,27,33,87.08806182733683
56884,40096,15,34,68.48730750298853
18628,1832,1,1,10.334657504831437
87583,82245,31,44,102.90520991516618
45277,861,0,0,1.9016277580228373
22359,6118,2,2,28.362583299789794
51492,9860,4,6,20.14860560863824
16262,14214,5,3,90.90622309679006
67628,18447,7,17,25.77716330513988
62602,27678,11,26,42.2126449634197
51888,36797,15,38,66.91620413197657
24089,15610,5,5,67.30136161733571
10358,4549,2,1,45.41774473836648
96831,32853,13,17,38.42818415590049
41408,30014,11,31,67.98357805255023
4015,1345,1,1,33.999377334993774
80966,33990,17,46,35.98058444285256
52988,15824,6,7,32.36336529025439
6811,1330,1,3,19.027235354573484
8958,689,0,0,7.691448984148248
59100,6174,2,4,10.446700507614214
25408,12350,4,2,51.606738035264485
34912,25292,9,13,74.94500458295143
85361,53931,21,51,58.67990651468469
68151,37157,14,30,53.52157708617628
88106,69815,35,33,97.739779356684
58344,53045,21,61,81.41766077060194
45889,1997,1,1,4.851805443570354
61319,46559,23,27,85.42915735742591
19070,9192,4,7,48.701363398007345
94795,18084,7,15,18.576955535629516
42080,7067,3,5,17.294201520912548
96262,3012,1,1,3.628960545178783
64434,7792,3,3,13.592994381848092
62953,29521,15,28,47.89371435833082
45913,18257,7,5,44.2643368980463
73746,20522,7,4,32.82794999050796
65720,36320,15,34,53.26475958612295
44927,11752,4,8,26.157989627618136
29693,9350,4,6,32.48890310847675
83725,43492,16,21,57.446252612720215
74650,65806,27,37,96.65271265907569
71687,69647,27,17,115.65429575794775
43933,15778,7,20,32.91377779801061
41925,9197,3,4,22.93679189028026
37593,1803,1,2,4.796105657968239
25492,4298,2,6,15.86019143260631
2531,2216,1,3,87.05432635322008
58181,6618,3,5,11.87484745879239
73908,6946,2,1,10.8981706987065
93398,82816,29,55,90.16999293346753
